number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
49,f9345527-bbe2-430d-b456-383be93e6be6,community_01,Ibrahim,Usman,male,1979-10-30,,08098701236,https://www.commcarehq.org/photos/farmer_49.jpg,7,crop_farming,18,owned,2,river_stream,---,rice maize groundnuts,1.0,2.0,2.5,goats,11,---,10.4819604 7.476096 0.0 20.0,yes,dd59e5a1-1544-43dd-8bc3-26e0167ba44e,2026-05-03 00:04:00,2026-05-03,tester,2026-05-03 00:04:13,https://www.commcarehq.org/form/f9345527-bbe2-430d-b456-383be93e6be6,tester
50,5736665c-0ac6-473a-96c4-efa5ae42a400,community_02,Blessing,Adeyemi,male,1954-01-24,,08082273424,https://www.commcarehq.org/photos/farmer_50.jpg,4,mixed_farming,18,owned,3,rain-fed,---,rice,---,---,3.7,goats rabbits,9,28,10.3321174 7.3889616 0.0 20.0,yes,264f35bf-386f-4a4a-9be3-4f919fbda7ba,2026-02-05 00:02:00,2026-02-05,tester,2026-02-05 00:02:10,https://www.commcarehq.org/form/5736665c-0ac6-473a-96c4-efa5ae42a400,tester
51,b6b8b957-d0c2-42ba-b66a-5713acbff884,community_03,Elizabeth,Michael,female,1983-02-15,17069077735,08090557991,https://www.commcarehq.org/photos/farmer_51.jpg,12,mixed_farming,6,leased,2,rain-fed,---,rice groundnuts maize,1.2,6.4,2.4,---,---,---,10.5404239 7.3872083 0.0 20.0,yes,c78c8b95-fbba-43a4-92a6-da19858ca378,2026-01-29 00:04:00,2026-01-29,tester,2026-01-29 00:04:10,https://www.commcarehq.org/form/b6b8b957-d0c2-42ba-b66a-5713acbff884,tester
52,3fe4b190-eed9-4c90-b98c-d04d8f0e4e94,community_05,Binta,Mohammed,female,2003-02-06,39022308426,08018885061,https://www.commcarehq.org/photos/farmer_52.jpg,4,crop_farming,4,owned,2,rain-fed,---,rice groundnuts maize,2.1,4.7,0.7,goats rabbits,11,34,10.5692424 7.5551206 0.0 20.0,yes,d018c155-ced8-4356-8086-480d261ddf68,2026-06-26 00:02:00,2026-06-26,tester,2026-06-26 00:02:14,https://www.commcarehq.org/form/3fe4b190-eed9-4c90-b98c-d04d8f0e4e94,tester
53,ded78a0f-74c0-4712-a2da-62ed141aff8c,community_03,Peter,Garba,female,1978-09-06,86029256503,08097887657,https://www.commcarehq.org/photos/farmer_53.jpg,7,crop_farming,19,owned,3,rain-fed,---,groundnuts rice maize,2.6,3.2,2.9,---,---,---,10.5595557 7.3781931 0.0 20.0,yes,e7f5229c-64b6-4fa0-b259-8cfa9c178435,2026-02-03 00:06:00,2026-02-03,tester,2026-02-03 00:06:18,https://www.commcarehq.org/form/ded78a0f-74c0-4712-a2da-62ed141aff8c,tester
54,4d737ec0-7d44-4442-8b68-c3a8d9b9c5dd,community_03,Grace,Sani,male,1975-12-24,88245290322,08004750894,https://www.commcarehq.org/photos/farmer_54.jpg,5,mixed_farming,27,owned,2,irrigation_scheme,---,maize groundnuts,2.2,4.5,---,---,---,---,10.339108 7.2713895 0.0 20.0,yes,146b2497-9825-432d-a8ae-2fbf4b064d41,2026-05-16 00:03:00,2026-05-16,tester,2026-05-16 00:03:12,https://www.commcarehq.org/form/4d737ec0-7d44-4442-8b68-c3a8d9b9c5dd,tester
55,1afb88be-6560-409b-aac0-82921e05f615,community_06,Emmanuel,Yusuf,female,1977-12-08,43601077243,08023297184,https://www.commcarehq.org/photos/farmer_55.jpg,9,crop_farming,22,family_land,1,rain-fed,---,groundnuts rice,2.4,---,3.2,goats,11,---,10.5665588 7.4304441 0.0 20.0,yes,42d71522-c186-4343-b265-cb21f4be2e13,2026-06-22 00:08:00,2026-06-22,tester,2026-06-22 00:08:15,https://www.commcarehq.org/form/1afb88be-6560-409b-aac0-82921e05f615,tester
56,3a6dfded-eb5e-46ec-b37b-641e6fc7e7f0,community_02,Naomi,Peter,female,1980-02-10,96651537241,08065036356,https://www.commcarehq.org/photos/farmer_56.jpg,2,mixed_farming,8,family_land,2,rain-fed,---,groundnuts maize,2.9,3.8,---,goats,9,---,10.3321052 7.2316282 0.0 20.0,yes,17030e6d-4f2b-49bc-b926-7f740d5aedec,2026-04-05 00:02:00,2026-04-05,tester,2026-04-05 00:02:11,https://www.commcarehq.org/form/3a6dfded-eb5e-46ec-b37b-641e6fc7e7f0,tester
57,fdf34bff-9f60-42fc-83f7-ca27a3f1555d,community_01,JOSEPH,adeyemi,female,2007-04-01,,08056229392,https://www.commcarehq.org/photos/farmer_57.jpg,4,livestock_farming,1,leased,3,rain-fed,---,rice,---,---,1.6,goats,16,---,10.3437038 7.3046247 0.0 20.0,yes,2ea5e57e-e597-4155-bb1a-19ea5d18d4ed,2026-05-08 00:05:00,2026-05-08,tester,2026-05-08 00:05:08,https://www.commcarehq.org/form/fdf34bff-9f60-42fc-83f7-ca27a3f1555d,tester
58,0ea7f81c-2651-4c13-9596-394a68d84704,community_06,Suleiman,Ibrahim,female,1993-01-01,87505757671,08087055721,https://www.commcarehq.org/photos/farmer_58.jpg,4,crop_farming,11,leased,2,river_stream,---,rice maize groundnuts,0.9,5.3,1.1,---,---,---,10.5667598 7.4168547 0.0 20.0,yes,f41bb065-5586-4ad8-99eb-9b22d5514d4e,2026-01-16 00:06:00,2026-01-16,tester,2026-01-16 00:06:06,https://www.commcarehq.org/form/0ea7f81c-2651-4c13-9596-394a68d84704,tester
59,ad0311a4-cf64-4744-b7a2-6a512043283c,community_06,FATIMA,haruna,female,1970-05-06,,08027053666,https://www.commcarehq.org/photos/farmer_59.jpg,12,crop_farming,34,family_land,3,rain-fed,---,rice maize groundnuts,0.8,1.1,1.0,goats,18,---,10.3417764 7.5179745 0.0 20.0,yes,8680d4d2-979d-4474-9505-6d130aca885c,2026-04-14 00:05:00,2026-04-14,tester,2026-04-14 00:05:12,https://www.commcarehq.org/form/ad0311a4-cf64-4744-b7a2-6a512043283c,tester
60,a92e5776-092f-47e5-95a9-a92f166824e9,community_07,Peter,Ahmed,female,1976-05-27,84634375004,08046708639,https://www.commcarehq.org/photos/farmer_60.jpg,3,crop_farming,31,owned,1,rain-fed,---,rice groundnuts maize,2.8,2.4,3.9,---,---,---,10.4850846 7.3593184 0.0 20.0,yes,164304ad-16a3-47e7-ae2a-01e44b8bdf6e,2026-02-11 00:06:00,2026-02-11,tester,2026-02-11 00:06:12,https://www.commcarehq.org/form/a92e5776-092f-47e5-95a9-a92f166824e9,tester
61,39d8039c-0d38-43ba-9c30-c8deb123107e,community_04,Deborah,David,female,1980-05-02,,08060730206,https://www.commcarehq.org/photos/farmer_61.jpg,7,mixed_farming,1,family_land,2,rain-fed,---,maize groundnuts,2.2,4.5,---,goats,21,---,10.2985799 7.2294027 0.0 20.0,yes,f24c2e67-f7b2-463c-89d0-bf8818e0ded6,2026-04-08 00:07:00,2026-04-08,tester,2026-04-08 00:07:09,https://www.commcarehq.org/form/39d8039c-0d38-43ba-9c30-c8deb123107e,tester
62,bddf949f-02dd-4a27-8112-f438e62a41cc,community_05,Ibrahim,Samuel,male,2003-11-22,24043539950,08011454030,https://www.commcarehq.org/photos/farmer_62.jpg,7,crop_farming,4,owned,1,rain-fed,---,rice,---,---,2.3,rabbits,---,19,10.3204525 7.3972496 0.0 20.0,yes,bcf6139e-388f-4968-9fab-f16c92a3f60e,2026-04-22 00:04:00,2026-04-22,tester,2026-04-22 00:04:18,https://www.commcarehq.org/form/bddf949f-02dd-4a27-8112-f438e62a41cc,tester
63,40c28c75-b4f7-4fc4-99f6-c83abb2c361c,community_02,PAUL,bello,male,1950-09-19,24851402655,08010383844,https://www.commcarehq.org/photos/farmer_63.jpg,8,crop_farming,45,owned,5,dam_reservoir,---,rice maize,---,6.3,3.2,goats,10,---,10.3571741 7.2455551 0.0 20.0,yes,56b79cbb-4e0b-4a2a-8de1-2a1346663828,2026-06-01 00:06:00,2026-06-01,tester,2026-06-01 00:06:10,https://www.commcarehq.org/form/40c28c75-b4f7-4fc4-99f6-c83abb2c361c,tester
64,fe7aa5f5-a10a-4394-9f9b-5fac79d509b6,community_05,Mercy,Yusuf,female,1982-11-30,,08080876132,https://www.commcarehq.org/photos/farmer_64.jpg,4,crop_farming,20,owned,2,irrigation_scheme,---,maize groundnuts rice,2.3,5.4,2.6,rabbits,---,17,10.4630407 7.3420035 0.0 20.0,yes,fdb9eee3-2bde-44f1-ad7d-3d219838fb28,2026-01-12 00:06:00,2026-01-12,tester,2026-01-12 00:06:17,https://www.commcarehq.org/form/fe7aa5f5-a10a-4394-9f9b-5fac79d509b6,tester
65,d9551955-6f9a-406b-b1d9-b210a5dbe640,community_07,Ibrahim,Abdullahi,male,2004-03-15,85242663481,+2348055437553,https://www.commcarehq.org/photos/farmer_65.jpg,3,livestock_farming,1,owned,5,rain-fed,---,rice,---,---,2.2,---,---,---,10.4787053 7.3275638 0.0 20.0,yes,0e86d3bd-488d-4cc7-b01f-2464992a1431,2026-01-30 00:02:00,2026-01-30,tester,2026-01-30 00:02:15,https://www.commcarehq.org/form/d9551955-6f9a-406b-b1d9-b210a5dbe640,tester
66,cffd1668-532c-40fd-944f-0a3d05cd26ac,community_05,Ahmed,Abdullahi,male,1958-10-27,53637450593,08059241640,https://www.commcarehq.org/photos/farmer_66.jpg,7,crop_farming,1,family_land,1,borehole,---,rice,---,---,0.9,rabbits,---,22,10.2788297 7.245582 0.0 20.0,yes,efde5385-f200-47d1-a4f0-e151316cd70f,2026-05-06 00:06:00,2026-05-06,tester,2026-05-06 00:06:15,https://www.commcarehq.org/form/cffd1668-532c-40fd-944f-0a3d05cd26ac,tester
67,b66cd523-0c0c-4b01-ab7f-366cebd53249,community_04,Hauwa,David,female,1988-08-28,52093313968,08095632131,https://www.commcarehq.org/photos/farmer_67.jpg,6,crop_farming,6,owned,3,rain-fed,---,rice,---,---,1.1,goats,7,---,10.3804004 7.2214445 0.0 20.0,yes,7587c6c9-f9dc-4180-8368-28b8a45e1fa3,2026-01-03 00:05:00,2026-01-03,tester,2026-01-03 00:05:09,https://www.commcarehq.org/form/b66cd523-0c0c-4b01-ab7f-366cebd53249,tester
68,c8322638-a7a9-4436-8e30-ae2b908c3ba7,community_02,Joseph,Sani,male,1978-12-13,,08041572022,https://www.commcarehq.org/photos/farmer_68.jpg,6,crop_farming,17,owned,1,rain-fed,---,rice groundnuts,2.4,---,2.0,goats rabbits,15,17,10.3190836 7.5997251 0.0 20.0,yes,b6eb652b-530c-4226-82b6-b9a99c101398,2026-03-31 00:08:00,2026-03-31,tester,2026-03-31 00:08:07,https://www.commcarehq.org/form/c8322638-a7a9-4436-8e30-ae2b908c3ba7,tester
69,1e800eac-c359-4e9d-8acd-a9aaafbc11fc,community_03,Mary,Lawal,female,1986-07-24,94657043626,08061122032,https://www.commcarehq.org/photos/farmer_69.jpg,7,crop_farming,19,owned,3,borehole,---,groundnuts,2.9,---,---,---,---,---,10.5969945 7.546819 0.0 20.0,yes,23288602-fb46-4cec-97b1-1cf48f017ac7,2026-02-03 00:03:00,2026-02-03,tester,2026-02-03 00:03:09,https://www.commcarehq.org/form/1e800eac-c359-4e9d-8acd-a9aaafbc11fc,tester
70,5f3538f5-c3c5-40c4-8234-de6cf4d37d61,community_05,Joy,Garba,female,1979-05-02,97053477282,08044680529,https://www.commcarehq.org/photos/farmer_70.jpg,5,mixed_farming,28,family_land,5,rain-fed,---,maize groundnuts rice,1.0,3.1,1.2,goats,11,---,10.4311735 7.4264568 0.0 20.0,yes,7a81f68c-413c-4ac3-b0d5-213bbadc6036,2026-03-29 00:07:00,2026-03-29,tester,2026-03-29 00:07:06,https://www.commcarehq.org/form/5f3538f5-c3c5-40c4-8234-de6cf4d37d61,tester
71,d942b35f-3aa4-457f-ac6f-1f0776e8c8b5,community_01,Binta,Abdullahi,female,2005-11-23,37607187789,08099838803,https://www.commcarehq.org/photos/farmer_71.jpg,3,crop_farming,2,family_land,3,rain-fed,---,groundnuts rice maize,1.0,1.0,2.6,---,---,---,10.203225 7.3374297 0.0 20.0,yes,65bba794-aaf1-4301-9e94-351f7ecc8670,2026-04-19 00:07:00,2026-04-19,tester,2026-04-19 00:07:09,https://www.commcarehq.org/form/d942b35f-3aa4-457f-ac6f-1f0776e8c8b5,tester
72,3ad0531d-fff1-4a74-91ec-bc30ede5e8e0,community_03,Peter,David,male,1975-02-04,28465161052,08038866056,https://www.commcarehq.org/photos/farmer_72.jpg,4,mixed_farming,10,leased,3,river_stream,---,groundnuts,0.9,---,---,goats,25,---,10.5852995 7.3258015 0.0 20.0,yes,3e545b2e-93a3-4fc3-8f4e-4cf47ecab09e,2026-03-12 00:07:00,2026-03-12,tester,2026-03-12 00:07:07,https://www.commcarehq.org/form/3ad0531d-fff1-4a74-91ec-bc30ede5e8e0,tester
73,336dacb5-dbec-4302-bc86-f607bfb01f90,community_02,Hauwa,Eze,female,1995-08-06,,08026136772,https://www.commcarehq.org/photos/farmer_73.jpg,2,crop_farming,1,leased,6,rain-fed,---,rice groundnuts maize,2.9,5.1,0.6,goats,10,---,10.5690317 7.579472 0.0 20.0,yes,5164493b-adc6-4a49-8caa-1a6c50ef15ee,2026-03-15 00:07:00,2026-03-15,tester,2026-03-15 00:07:18,https://www.commcarehq.org/form/336dacb5-dbec-4302-bc86-f607bfb01f90,tester
74,96a20518-d4a8-4920-9a81-55d915c4f13c,community_03,Joseph,Bello,female,1984-02-20,79058871749,08099135766,https://www.commcarehq.org/photos/farmer_74.jpg,5,mixed_farming,2,owned,6,rain-fed,---,rice groundnuts,0.8,---,3.0,rabbits,---,24,10.4092021 7.5131948 0.0 20.0,yes,2caa7e29-8c38-4130-b220-7f3aa136d165,2026-02-12 00:04:00,2026-02-12,tester,2026-02-12 00:04:09,https://www.commcarehq.org/form/96a20518-d4a8-4920-9a81-55d915c4f13c,tester
75,8c0018a0-2276-4436-ba4a-4ba3a3277a35,community_05,Deborah,Mohammed,female,2008-01-16,,08020750434,https://www.commcarehq.org/photos/farmer_75.jpg,7,mixed_farming,1,owned,4,rain-fed,---,maize rice,---,6.0,1.1,rabbits,---,28,10.2898061 7.2993053 0.0 20.0,yes,e552e2f6-080e-42e0-b377-68bcec6cb8b0,2026-03-23 00:04:00,2026-03-23,tester,2026-03-23 00:04:07,https://www.commcarehq.org/form/8c0018a0-2276-4436-ba4a-4ba3a3277a35,tester
76,f3dced65-5474-4261-8d6c-a4debf15f4a0,community_04,Mary,Yakubu,female,2004-10-15,,08090428350,https://www.commcarehq.org/photos/farmer_76.jpg,4,mixed_farming,2,owned,3,other,Rainwater Harvesting,rice groundnuts maize,0.5,3.0,1.3,goats,24,---,10.5803961 7.2005848 0.0 20.0,yes,b2eade24-084b-4099-8531-ea8ed6e65f79,2026-03-20 00:02:00,2026-03-20,tester,2026-03-20 00:02:11,https://www.commcarehq.org/form/f3dced65-5474-4261-8d6c-a4debf15f4a0,tester
77,8a06b691-8a72-420e-98c2-8527db0fa6b7,community_04,Peter,Usman,male,2005-07-07,82350889774,08048475563,https://www.commcarehq.org/photos/farmer_77.jpg,7,livestock_farming,1,owned,2,rain-fed,---,maize rice groundnuts,1.2,0.9,1.2,---,---,---,10.2621642 7.26575 0.0 20.0,yes,9538ece5-452a-4170-baab-913c73f5755d,2026-04-15 00:02:00,2026-04-15,tester,2026-04-15 00:02:16,https://www.commcarehq.org/form/8a06b691-8a72-420e-98c2-8527db0fa6b7,tester
78,0168eba0-27fe-4379-a6e3-04b25a0d70f5,community_07,John,Ali,male,1995-05-24,51601288789,08086083023,https://www.commcarehq.org/photos/farmer_78.jpg,2,livestock_farming,1,leased,2,rain-fed,---,maize,---,1.1,---,rabbits,---,5,10.5321489 7.5930269 0.0 20.0,yes,42157307-1613-4e57-b86a-d621d1cc423c,2026-04-13 00:04:00,2026-04-13,tester,2026-04-13 00:04:07,https://www.commcarehq.org/form/0168eba0-27fe-4379-a6e3-04b25a0d70f5,tester
79,0b2e002f-e155-4dcd-987e-9d97c1abcb65,community_04,James,Philip,female,2007-03-27,,08041983041,https://www.commcarehq.org/photos/farmer_79.jpg,7,crop_farming,1,family_land,1,irrigation_scheme,---,maize rice,---,5.8,0.6,---,---,---,10.3180421 7.3647969 0.0 20.0,yes,aab7028d-1c31-436d-9bef-f47ac49edc9a,2026-01-16 00:02:00,2026-01-16,tester,2026-01-16 00:02:13,https://www.commcarehq.org/form/0b2e002f-e155-4dcd-987e-9d97c1abcb65,tester
80,8e873d73-90b0-43be-85cc-5dba67fb5ac1,community_03,David,Daniel,female,1972-08-26,,08050374735,https://www.commcarehq.org/photos/farmer_80.jpg,5,crop_farming,15,owned,5,rain-fed,---,groundnuts rice maize,1.1,1.9,2.4,---,---,---,10.5056199 7.579121 0.0 20.0,yes,3186a485-c857-42d4-9067-a463f6140b6e,2026-04-10 00:04:00,2026-04-10,tester,2026-04-10 00:04:10,https://www.commcarehq.org/form/8e873d73-90b0-43be-85cc-5dba67fb5ac1,tester
81,2c3819bd-2bf1-4428-9198-ed4a15a49286,community_01,Blessing,Johnson,female,1977-06-29,,08035198895,https://www.commcarehq.org/photos/farmer_81.jpg,10,mixed_farming,1,owned,1,rain-fed,---,maize,---,4.8,---,---,---,---,10.3294355 7.2087652 0.0 20.0,yes,6df67518-000f-4a99-a4cd-7abbfe6f181d,2026-02-06 00:08:00,2026-02-06,tester,2026-02-06 00:08:08,https://www.commcarehq.org/form/2c3819bd-2bf1-4428-9198-ed4a15a49286,tester
82,79c85b04-59fc-4105-97ed-daa8ed4bd1dc,community_06,Deborah,Samuel,female,1989-09-13,54245744424,08011979619,https://www.commcarehq.org/photos/farmer_82.jpg,8,crop_farming,19,family_land,2,borehole,---,groundnuts,2.3,---,---,---,---,---,10.3566406 7.5977133 0.0 20.0,yes,9579f048-3a58-41b3-b1b0-d1870a89e135,2026-01-09 00:03:00,2026-01-09,tester,2026-01-09 00:03:15,https://www.commcarehq.org/form/79c85b04-59fc-4105-97ed-daa8ed4bd1dc,tester
83,6160c2f4-2005-4dca-930e-cf3e3a6d240f,community_07,Hauwa,Garba,female,2001-04-26,40398948041,08033698673,https://www.commcarehq.org/photos/farmer_83.jpg,3,crop_farming,3,family_land,5,rain-fed,---,groundnuts maize,1.7,2.8,---,rabbits,---,32,10.515492 7.4312222 0.0 20.0,yes,5780f4fe-197f-4306-932d-11815b40aff9,2026-02-27 00:03:00,2026-02-27,tester,2026-02-27 00:03:19,https://www.commcarehq.org/form/6160c2f4-2005-4dca-930e-cf3e3a6d240f,tester
84,c6f939ca-253e-4715-8573-981d4e1ceaa6,community_01,Deborah,Musa,male,1995-06-02,65353243316,08010993987,https://www.commcarehq.org/photos/farmer_84.jpg,6,livestock_farming,3,owned,2,rain-fed,---,rice maize groundnuts,1.2,1.1,1.9,---,---,---,10.2218019 7.2015262 0.0 20.0,yes,edf8448c-d2b0-42b9-ad9c-59d83b425d77,2026-06-19 00:07:00,2026-06-19,tester,2026-06-19 00:07:20,https://www.commcarehq.org/form/c6f939ca-253e-4715-8573-981d4e1ceaa6,tester
85,79a32289-9d90-4b68-93c5-24d0eef3608d,community_02,Amina,Daniel,male,1994-11-09,,08033460518,https://www.commcarehq.org/photos/farmer_85.jpg,12,crop_farming,4,family_land,6,borehole,---,rice,---,---,1.7,---,---,---,10.4358906 7.4214408 0.0 20.0,yes,5d49c216-34cd-4e65-a999-b7634b311547,2026-05-14 00:05:00,2026-05-14,tester,2026-05-14 00:05:20,https://www.commcarehq.org/form/79a32289-9d90-4b68-93c5-24d0eef3608d,tester
86,b997372d-844a-482b-bdb0-b308b272de1e,community_04,Peter,Ibrahim,male,1995-10-25,95825278204,08019491210,https://www.commcarehq.org/photos/farmer_86.jpg,3,livestock_farming,11,owned,3,irrigation_scheme,---,groundnuts,1.5,---,---,goats,12,---,10.4078753 7.5668648 0.0 20.0,no,4d8ae0f8-a588-4529-add1-4d145b05e6a8,2026-06-29 00:06:00,2026-06-29,tester,2026-06-29 00:06:18,https://www.commcarehq.org/form/b997372d-844a-482b-bdb0-b308b272de1e,tester
87,8a212fb8-b4b3-4ad1-97ee-8452a228fe31,community_01,Sarah,Peter,female,1985-05-18,46124497642,08034602166,https://www.commcarehq.org/photos/farmer_87.jpg,3,mixed_farming,2,family_land,2,rain-fed,---,maize rice,---,5.6,3.5,---,---,---,10.291183 7.3201922 0.0 20.0,yes,ee3ef4ff-887d-4607-81a0-3bb351745e9a,2026-03-24 00:04:00,2026-03-24,tester,2026-03-24 00:04:18,https://www.commcarehq.org/form/8a212fb8-b4b3-4ad1-97ee-8452a228fe31,tester
88,38dcdda3-bcc3-4d92-84cb-9d396d1af211,community_04,Fatima,Daniel,male,1952-11-13,,08088513518,https://www.commcarehq.org/photos/farmer_88.jpg,1,crop_farming,4,owned,5,borehole,---,maize rice,---,3.5,2.7,goats,2,---,10.3955147 7.3784414 0.0 20.0,yes,598652c8-c948-4df4-aaf1-a8a8dc8c9508,2026-05-02 00:06:00,2026-05-02,tester,2026-05-02 00:06:16,https://www.commcarehq.org/form/38dcdda3-bcc3-4d92-84cb-9d396d1af211,tester
89,e7bedef0-9a87-4366-873c-84b48e4ad771,community_03,Joy,Michael,male,1975-02-19,31688086108,08087222265,https://www.commcarehq.org/photos/farmer_89.jpg,1,mixed_farming,1,owned,3,rain-fed,---,rice maize groundnuts,2.7,5.6,2.1,goats,11,---,10.5297243 7.358861 0.0 20.0,yes,c9254a9b-b78f-48b9-aed1-a49f27762ce8,2026-05-11 00:07:00,2026-05-11,tester,2026-05-11 00:07:16,https://www.commcarehq.org/form/e7bedef0-9a87-4366-873c-84b48e4ad771,tester
90,a0c3449a-c4cf-456f-9e87-3debb8c8c2bc,community_04,Hauwa,Eze,male,1979-06-11,97086832438,08032696152,https://www.commcarehq.org/photos/farmer_90.jpg,3,mixed_farming,22,owned,1,borehole,---,maize rice,---,2.9,3.1,---,---,---,10.5264059 7.3372668 0.0 20.0,yes,2fd7494b-dc36-4d24-8ebb-440af2ea2e8d,2026-06-25 00:06:00,2026-06-25,tester,2026-06-25 00:06:20,https://www.commcarehq.org/form/a0c3449a-c4cf-456f-9e87-3debb8c8c2bc,tester
91,907a3ab2-eecd-405f-aa12-54badd53a262,community_07,Ahmed,Samuel,male,1968-04-14,29201857661,08077599862,https://www.commcarehq.org/photos/farmer_91.jpg,4,mixed_farming,22,owned,3,river_stream,---,groundnuts rice,1.7,---,1.2,goats,23,---,10.3193423 7.2216248 0.0 20.0,yes,58b90ab8-f908-49aa-a6c8-e4f388614375,2026-02-05 00:03:00,2026-02-05,tester,2026-02-05 00:03:15,https://www.commcarehq.org/form/907a3ab2-eecd-405f-aa12-54badd53a262,tester
92,30f11a9b-d1b0-46d0-b232-896664097861,community_03,Blessing,Michael,female,1991-04-09,,08046160271,https://www.commcarehq.org/photos/farmer_92.jpg,4,crop_farming,14,family_land,2,rain-fed,---,groundnuts,1.8,---,---,---,---,---,10.5568026 7.5027391 0.0 20.0,yes,aed64a4b-6b36-46b0-ab93-c5802e183f7a,2026-01-05 00:07:00,2026-01-05,tester,2026-01-05 00:07:05,https://www.commcarehq.org/form/30f11a9b-d1b0-46d0-b232-896664097861,tester
93,ee4b6382-e911-4c04-b898-734bc37a6dfe,community_05,Peter,Garba,female,1994-05-18,51183027018,08018227538,https://www.commcarehq.org/photos/farmer_93.jpg,4,crop_farming,4,owned,4,borehole,---,groundnuts,2.3,---,---,rabbits,---,25,10.484444 7.5168509 0.0 20.0,yes,56baef62-cf9e-4710-8701-d7b31b316c65,2026-06-13 00:04:00,2026-06-13,tester,2026-06-13 00:04:06,https://www.commcarehq.org/form/ee4b6382-e911-4c04-b898-734bc37a6dfe,tester
94,721b671d-b9fd-4b8c-a7fc-a53327f60dba,community_04,Grace,Adeyemi,male,1975-07-26,63447922883,08012726041,https://www.commcarehq.org/photos/farmer_94.jpg,7,crop_farming,7,owned,4,borehole,---,groundnuts rice,2.4,---,3.4,---,---,---,10.3639025 7.2641494 0.0 20.0,yes,088f0855-01ba-4154-98f0-0a1b6f8af73a,2026-02-23 00:07:00,2026-02-23,tester,2026-02-23 00:07:20,https://www.commcarehq.org/form/721b671d-b9fd-4b8c-a7fc-a53327f60dba,tester
95,7b03f56a-2413-4931-959c-ccf4cd29ead2,community_02,Amina,Yusuf,female,1951-05-05,,08070796492,https://www.commcarehq.org/photos/farmer_95.jpg,1,livestock_farming,24,family_land,2,rain-fed,---,groundnuts,2.6,---,---,rabbits,---,24,10.557811 7.5820357 0.0 20.0,yes,3dbc97c1-3eb3-4b33-85d9-183994667b1b,2026-01-24 00:04:00,2026-01-24,tester,2026-01-24 00:04:15,https://www.commcarehq.org/form/7b03f56a-2413-4931-959c-ccf4cd29ead2,tester
96,54764492-f182-4fa1-915a-f51a32a20c09,community_02,Joseph,David,female,1989-07-22,,08076716091,https://www.commcarehq.org/photos/farmer_96.jpg,6,mixed_farming,15,owned,2,rain-fed,---,rice groundnuts maize,2.8,1.2,1.9,goats,10,---,10.2049441 7.5473329 0.0 20.0,yes,30dd7c0e-9312-40ce-840d-7589caa37943,2026-05-28 00:07:00,2026-05-28,tester,2026-05-28 00:07:12,https://www.commcarehq.org/form/54764492-f182-4fa1-915a-f51a32a20c09,tester
97,45725aab-43e1-45f2-8e80-9fdb95143b11,community_07,Ahmed,Tanko,male,1977-05-26,43185717519,08046618860,https://www.commcarehq.org/photos/farmer_97.jpg,4,crop_farming,6,owned,2,rain-fed,---,groundnuts rice,1.9,---,1.8,rabbits,---,30,10.5205045 7.3792394 0.0 20.0,yes,487bac03-82c8-4cbb-a325-f7a3bd95d40f,2026-04-25 00:04:00,2026-04-25,tester,2026-04-25 00:04:08,https://www.commcarehq.org/form/45725aab-43e1-45f2-8e80-9fdb95143b11,tester
98,c98faa65-d3c7-4444-b74c-5a9da8ff7cd5,community_07,Suleiman,Ojo,male,1995-09-27,22137185725,08079685643,https://www.commcarehq.org/photos/farmer_98.jpg,3,crop_farming,13,family_land,2,rain-fed,---,groundnuts rice,2.4,---,1.3,goats,22,---,10.3167934 7.408794 0.0 20.0,yes,b455c352-1ade-421b-8be8-af1c3eb91658,2026-01-12 00:03:00,2026-01-12,tester,2026-01-12 00:03:20,https://www.commcarehq.org/form/c98faa65-d3c7-4444-b74c-5a9da8ff7cd5,tester
