number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid,farmer_age,registration_duration_minutes,registration_latitude,registration_longitude
44,2023a47d-aa0b-46db-bd62-b63a1d201183,community_01,John,Abdullahi,male,1976-01-11,71714003551.0,8085603975,https://www.commcarehq.org/photos/farmer_44.jpg,11,mixed_farming,29,owned,3,river_stream,---,rice groundnuts maize,1.6,6.0,0.7,goats,6,---,10.2647868 7.5738951 0.0 20.0,yes,26f387c9-f374-4b44-b261-1864ac04b680,2026-05-13 00:04:00,2026-05-13,tester_01,2026-05-13 00:04:07,https://www.commcarehq.org/form/2023a47d-aa0b-46db-bd62-b63a1d201183,tester_01,True,50,4.0,10.2647868,7.5738951
45,43bb80b2-9bed-469f-8e42-e24c96808808,community_02,Binta,Sani,male,1976-10-13,34227856531.0,8055169390,https://www.commcarehq.org/photos/farmer_45.jpg,2,mixed_farming,27,family_land,1,rain-fed,---,rice maize,---,3.4,3.3,---,---,---,10.2291892 7.2239652 0.0 20.0,yes,544f9043-3530-46d8-a979-30bd90fc286e,2026-05-04 00:05:00,2026-05-04,tester_02,2026-05-04 00:05:11,https://www.commcarehq.org/form/43bb80b2-9bed-469f-8e42-e24c96808808,tester_02,True,49,5.0,10.2291892,7.2239652
46,60f6080f-e1ac-4fce-b40c-1df34c710394,community_03,Sarah,Johnson,female,1990-12-18,80310934766.0,8053422023,https://www.commcarehq.org/photos/farmer_46.jpg,7,livestock_farming,11,leased,3,borehole,---,rice maize,---,3.5,1.6,goats,14,---,10.5866747 7.2860578 0.0 20.0,yes,23612624-345b-43ed-9921-7fe7ed27d37e,2026-01-13 00:04:00,2026-01-13,tester_03,2026-01-13 00:04:20,https://www.commcarehq.org/form/60f6080f-e1ac-4fce-b40c-1df34c710394,tester_03,True,35,4.0,10.5866747,7.2860578
47,0d987670-6337-452c-ab5d-e83a2655a33b,community_04,Joy,Ojo,female,1996-05-14,48149856894.0,8077345150,https://www.commcarehq.org/photos/farmer_47.jpg,7,mixed_farming,10,family_land,4,rain-fed,---,rice maize,---,5.0,1.2,---,---,---,10.2181213 7.2548145 0.0 20.0,yes,706c0066-9554-4932-9a10-c4fb63698b9a,2026-05-02 00:06:00,2026-05-02,tester_04,2026-05-02 00:06:19,https://www.commcarehq.org/form/0d987670-6337-452c-ab5d-e83a2655a33b,tester_04,True,30,6.0,10.2181213,7.2548145
48,8876881b-6b2d-43e2-999f-06b18a7c7075,community_01,Naomi,Yakubu,male,1956-04-26,52273653396.0,8055545403,https://www.commcarehq.org/photos/farmer_48.jpg,3,mixed_farming,47,leased,5,rain-fed,---,rice groundnuts maize,2.0,1.5,2.7,---,---,---,10.2591103 7.4722908 0.0 20.0,yes,33721e47-1417-4c1a-81cd-601c95de9135,2026-06-29 00:02:00,2026-06-29,tester_01,2026-06-29 00:02:11,https://www.commcarehq.org/form/8876881b-6b2d-43e2-999f-06b18a7c7075,tester_01,True,70,2.0,10.2591103,7.4722908
49,bd13b2bd-2a60-4adf-a010-683d67f9a124,community_01,Ibrahim,Usman,male,1979-10-30,,8098701236,https://www.commcarehq.org/photos/farmer_49.jpg,7,crop_farming,18,owned,2,river_stream,---,rice maize groundnuts,1.0,2.0,2.5,goats,11,---,10.4819604 7.476096 0.0 20.0,yes,19eb00b3-16e6-419c-8de9-8fd834c9d3e8,2026-05-03 00:04:00,2026-05-03,tester_01,2026-05-03 00:04:13,https://www.commcarehq.org/form/bd13b2bd-2a60-4adf-a010-683d67f9a124,tester_01,True,46,4.0,10.4819604,7.476096
50,1ca59fbc-ca95-427e-930b-ed30257ed155,community_02,Blessing,Adeyemi,male,1954-01-24,,8082273424,https://www.commcarehq.org/photos/farmer_50.jpg,4,mixed_farming,18,owned,3,rain-fed,---,rice,---,---,3.7,goats rabbits,9,28,10.3321174 7.3889616 0.0 20.0,yes,503b74d8-7c1c-4857-8a87-4c47f54fcc27,2026-02-05 00:02:00,2026-02-05,tester_02,2026-02-05 00:02:10,https://www.commcarehq.org/form/1ca59fbc-ca95-427e-930b-ed30257ed155,tester_02,True,72,2.0,10.3321174,7.3889616
51,55cde7b5-b6ec-40b2-ae4a-995d6ed5d2a5,community_03,Elizabeth,Michael,female,1983-02-15,17069077735.0,8090557991,https://www.commcarehq.org/photos/farmer_51.jpg,12,mixed_farming,6,leased,2,rain-fed,---,rice groundnuts maize,1.2,6.4,2.4,---,---,---,10.5404239 7.3872083 0.0 20.0,yes,5881455e-bbb4-4498-b33b-778bb5574ff8,2026-01-29 00:04:00,2026-01-29,tester_03,2026-01-29 00:04:10,https://www.commcarehq.org/form/55cde7b5-b6ec-40b2-ae4a-995d6ed5d2a5,tester_03,True,43,4.0,10.5404239,7.3872083
52,53824f86-3f31-48e2-b95c-f2aa8e931a9c,community_05,Binta,Mohammed,female,2003-02-06,39022308426.0,8018885061,https://www.commcarehq.org/photos/farmer_52.jpg,4,crop_farming,4,owned,2,rain-fed,---,rice groundnuts maize,2.1,4.7,0.7,goats rabbits,11,34,10.5692424 7.5551206 0.0 20.0,yes,78c92222-e08f-4f6e-b617-63e2f3894e9b,2026-06-26 00:02:00,2026-06-26,tester_05,2026-06-26 00:02:14,https://www.commcarehq.org/form/53824f86-3f31-48e2-b95c-f2aa8e931a9c,tester_05,True,23,2.0,10.5692424,7.5551206
53,359046c6-571f-4ac7-a04d-f05ca786aa35,community_03,Peter,Garba,female,1978-09-06,86029256503.0,8097887657,https://www.commcarehq.org/photos/farmer_53.jpg,7,crop_farming,19,owned,3,rain-fed,---,groundnuts rice maize,2.6,3.2,2.9,---,---,---,10.5595557 7.3781931 0.0 20.0,yes,eef28217-381d-485e-a234-20c4a536330b,2026-02-03 00:06:00,2026-02-03,tester_03,2026-02-03 00:06:18,https://www.commcarehq.org/form/359046c6-571f-4ac7-a04d-f05ca786aa35,tester_03,True,47,6.0,10.5595557,7.3781931
54,17b3c2ca-8862-49ba-ab63-1a17548bdfac,community_03,Grace,Sani,male,1975-12-24,88245290322.0,8004750894,https://www.commcarehq.org/photos/farmer_54.jpg,5,mixed_farming,27,owned,2,irrigation_scheme,---,maize groundnuts,2.2,4.5,---,---,---,---,10.339108 7.2713895 0.0 20.0,yes,84cd577b-f293-4d06-b8c3-116679fec908,2026-05-16 00:03:00,2026-05-16,tester_03,2026-05-16 00:03:12,https://www.commcarehq.org/form/17b3c2ca-8862-49ba-ab63-1a17548bdfac,tester_03,True,50,3.0,10.339108,7.2713895
55,698b3b41-41c7-42cb-b3d2-83e46fdaa568,community_06,Emmanuel,Yusuf,female,1977-12-08,43601077243.0,8023297184,https://www.commcarehq.org/photos/farmer_55.jpg,9,crop_farming,22,family_land,1,rain-fed,---,groundnuts rice,2.4,---,3.2,goats,11,---,10.5665588 7.4304441 0.0 20.0,yes,70edf763-b1b5-4bd0-afd3-87145141b27d,2026-06-22 00:08:00,2026-06-22,tester_06,2026-06-22 00:08:15,https://www.commcarehq.org/form/698b3b41-41c7-42cb-b3d2-83e46fdaa568,tester_06,True,48,8.0,10.5665588,7.4304441
56,bfc9926c-ebf7-47cb-bb71-a40bfed8ec8d,community_02,Naomi,Peter,female,1980-02-10,96651537241.0,8065036356,https://www.commcarehq.org/photos/farmer_56.jpg,2,mixed_farming,8,family_land,2,rain-fed,---,groundnuts maize,2.9,3.8,---,goats,9,---,10.3321052 7.2316282 0.0 20.0,yes,3ab61424-093f-4bb2-9a21-d58f4e2572bf,2026-04-05 00:02:00,2026-04-05,tester_02,2026-04-05 00:02:11,https://www.commcarehq.org/form/bfc9926c-ebf7-47cb-bb71-a40bfed8ec8d,tester_02,True,46,2.0,10.3321052,7.2316282
57,d4f2dae0-f46c-4ab8-a67d-4d80d0ce4cbb,community_01,Joseph,Adeyemi,female,2007-04-01,,8056229392,https://www.commcarehq.org/photos/farmer_57.jpg,4,livestock_farming,1,leased,3,rain-fed,---,rice,---,---,1.6,goats,16,---,10.3437038 7.3046247 0.0 20.0,yes,3ba8077e-b23a-443e-8949-cccbbc05fd4a,2026-05-08 00:05:00,2026-05-08,tester_01,2026-05-08 00:05:08,https://www.commcarehq.org/form/d4f2dae0-f46c-4ab8-a67d-4d80d0ce4cbb,tester_01,True,19,5.0,10.3437038,7.3046247
58,6cccd032-9847-4d08-a08c-8aaf7f04fd77,community_06,Suleiman,Ibrahim,female,1993-01-01,87505757671.0,8087055721,https://www.commcarehq.org/photos/farmer_58.jpg,4,crop_farming,11,leased,2,river_stream,---,rice maize groundnuts,0.9,5.3,1.1,---,---,---,10.5667598 7.4168547 0.0 20.0,yes,23108630-574a-482f-ac3e-0a598fed1ca5,2026-01-16 00:06:00,2026-01-16,tester_06,2026-01-16 00:06:06,https://www.commcarehq.org/form/6cccd032-9847-4d08-a08c-8aaf7f04fd77,tester_06,True,33,6.0,10.5667598,7.4168547
59,79989e12-65dc-48ca-a922-8a554f1c6367,community_06,Fatima,Haruna,female,1970-05-06,,8027053666,https://www.commcarehq.org/photos/farmer_59.jpg,12,crop_farming,34,family_land,3,rain-fed,---,rice maize groundnuts,0.8,1.1,1.0,goats,18,---,10.3417764 7.5179745 0.0 20.0,yes,36e2f17b-b0de-45a6-87b3-6d01ddb4366c,2026-04-14 00:05:00,2026-04-14,tester_06,2026-04-14 00:05:12,https://www.commcarehq.org/form/79989e12-65dc-48ca-a922-8a554f1c6367,tester_06,True,56,5.0,10.3417764,7.5179745
60,a40b892e-df0d-48a6-82b1-75f45592d7ac,community_07,Peter,Ahmed,female,1976-05-27,84634375004.0,8046708639,https://www.commcarehq.org/photos/farmer_60.jpg,3,crop_farming,31,owned,1,rain-fed,---,rice groundnuts maize,2.8,2.4,3.9,---,---,---,10.4850846 7.3593184 0.0 20.0,yes,5b37c7f0-3183-4326-aea6-0d9385048f0c,2026-02-11 00:06:00,2026-02-11,tester_07,2026-02-11 00:06:12,https://www.commcarehq.org/form/a40b892e-df0d-48a6-82b1-75f45592d7ac,tester_07,True,50,6.0,10.4850846,7.3593184
61,9f87dd17-5717-4fca-ae0b-bd92ee6b01bd,community_04,Deborah,David,female,1980-05-02,,8060730206,https://www.commcarehq.org/photos/farmer_61.jpg,7,mixed_farming,1,family_land,2,rain-fed,---,maize groundnuts,2.2,4.5,---,goats,21,---,10.2985799 7.2294027 0.0 20.0,yes,44bb4203-2e1e-441d-b1f9-b3f69daf9351,2026-04-08 00:07:00,2026-04-08,tester_04,2026-04-08 00:07:09,https://www.commcarehq.org/form/9f87dd17-5717-4fca-ae0b-bd92ee6b01bd,tester_04,True,46,7.0,10.2985799,7.2294027
62,aed81967-a809-4aa8-aaf8-cfd2176a089f,community_05,Ibrahim,Samuel,male,2003-11-22,24043539950.0,8011454030,https://www.commcarehq.org/photos/farmer_62.jpg,7,crop_farming,4,owned,1,rain-fed,---,rice,---,---,2.3,rabbits,---,19,10.3204525 7.3972496 0.0 20.0,yes,bfa43db2-3a27-4586-83af-6023f0fcf020,2026-04-22 00:04:00,2026-04-22,tester_05,2026-04-22 00:04:18,https://www.commcarehq.org/form/aed81967-a809-4aa8-aaf8-cfd2176a089f,tester_05,True,22,4.0,10.3204525,7.3972496
63,d6737a6b-7594-4e1a-89da-a556026246d1,community_02,Paul,Bello,male,1950-09-19,24851402655.0,8010383844,https://www.commcarehq.org/photos/farmer_63.jpg,8,crop_farming,45,owned,5,dam_reservoir,---,rice maize,---,6.3,3.2,goats,10,---,10.3571741 7.2455551 0.0 20.0,yes,558787c5-c654-4248-9e6a-ed35ee3062db,2026-06-01 00:06:00,2026-06-01,tester_02,2026-06-01 00:06:10,https://www.commcarehq.org/form/d6737a6b-7594-4e1a-89da-a556026246d1,tester_02,True,75,6.0,10.3571741,7.2455551
64,d9766be8-0e94-4863-8edb-332adbfa8db8,community_05,Mercy,Yusuf,female,1982-11-30,,8080876132,https://www.commcarehq.org/photos/farmer_64.jpg,4,crop_farming,20,owned,2,irrigation_scheme,---,maize groundnuts rice,2.3,5.4,2.6,rabbits,---,17,10.4630407 7.3420035 0.0 20.0,yes,2268b757-ad90-4edf-baf4-c88b5293b9e9,2026-01-12 00:06:00,2026-01-12,tester_05,2026-01-12 00:06:17,https://www.commcarehq.org/form/d9766be8-0e94-4863-8edb-332adbfa8db8,tester_05,True,43,6.0,10.4630407,7.3420035
65,c43190b4-353f-442f-946f-7facea18cf5b,community_07,Ibrahim,Abdullahi,male,2004-03-15,85242663481.0,8055437553,https://www.commcarehq.org/photos/farmer_65.jpg,3,livestock_farming,1,owned,5,rain-fed,---,rice,---,---,2.2,---,---,---,10.4787053 7.3275638 0.0 20.0,yes,e102f4fd-69af-4d1c-98c8-c1cbe8b4b15a,2026-01-30 00:02:00,2026-01-30,tester_07,2026-01-30 00:02:15,https://www.commcarehq.org/form/c43190b4-353f-442f-946f-7facea18cf5b,tester_07,True,22,2.0,10.4787053,7.3275638
66,dafaf6ad-339c-4e18-9db8-ef8ce0652b2c,community_05,Ahmed,Abdullahi,male,1958-10-27,53637450593.0,8059241640,https://www.commcarehq.org/photos/farmer_66.jpg,7,crop_farming,1,family_land,1,borehole,---,rice,---,---,0.9,rabbits,---,22,10.2788297 7.245582 0.0 20.0,yes,fac3dda9-012d-456a-880d-df40d54b2085,2026-05-06 00:06:00,2026-05-06,tester_05,2026-05-06 00:06:15,https://www.commcarehq.org/form/dafaf6ad-339c-4e18-9db8-ef8ce0652b2c,tester_05,True,67,6.0,10.2788297,7.245582
67,1d0680af-dabc-4192-a4f6-88b4018eccb5,community_04,Hauwa,David,female,1988-08-28,52093313968.0,8095632131,https://www.commcarehq.org/photos/farmer_67.jpg,6,crop_farming,6,owned,3,rain-fed,---,rice,---,---,1.1,goats,7,---,10.3804004 7.2214445 0.0 20.0,yes,098ff77d-91b6-44d0-822c-357d2dcd0b38,2026-01-03 00:05:00,2026-01-03,tester_04,2026-01-03 00:05:09,https://www.commcarehq.org/form/1d0680af-dabc-4192-a4f6-88b4018eccb5,tester_04,True,37,5.0,10.3804004,7.2214445
68,8679ee39-990f-48b3-bbe3-5f6b407a7ab5,community_02,Joseph,Sani,male,1978-12-13,,8041572022,https://www.commcarehq.org/photos/farmer_68.jpg,6,crop_farming,17,owned,1,rain-fed,---,rice groundnuts,2.4,---,2.0,goats rabbits,15,17,10.3190836 7.5997251 0.0 20.0,yes,1140088e-b7b6-4147-ac16-1416abb35ce3,2026-03-31 00:08:00,2026-03-31,tester_02,2026-03-31 00:08:07,https://www.commcarehq.org/form/8679ee39-990f-48b3-bbe3-5f6b407a7ab5,tester_02,True,47,8.0,10.3190836,7.5997251
69,916dfcb0-94e4-4b61-b9f9-05c43e31f82c,community_03,Mary,Lawal,female,1986-07-24,94657043626.0,8061122032,https://www.commcarehq.org/photos/farmer_69.jpg,7,crop_farming,19,owned,3,borehole,---,groundnuts,2.9,---,---,---,---,---,10.5969945 7.546819 0.0 20.0,yes,7e1458e2-d441-4e18-9d78-13d06fcd4649,2026-02-03 00:03:00,2026-02-03,tester_03,2026-02-03 00:03:09,https://www.commcarehq.org/form/916dfcb0-94e4-4b61-b9f9-05c43e31f82c,tester_03,True,40,3.0,10.5969945,7.546819
70,f020531c-c48f-4e6e-bdfa-e6cfe439d873,community_05,Joy,Garba,female,1979-05-02,97053477282.0,8044680529,https://www.commcarehq.org/photos/farmer_70.jpg,5,mixed_farming,28,family_land,5,rain-fed,---,maize groundnuts rice,1.0,3.1,1.2,goats,11,---,10.4311735 7.4264568 0.0 20.0,yes,8620c092-8826-4dd1-ac0f-929b07b42753,2026-03-29 00:07:00,2026-03-29,tester_05,2026-03-29 00:07:06,https://www.commcarehq.org/form/f020531c-c48f-4e6e-bdfa-e6cfe439d873,tester_05,True,47,7.0,10.4311735,7.4264568
71,6fd70bf1-27c1-405d-ab92-097b6cf6f823,community_01,Binta,Abdullahi,female,2005-11-23,37607187789.0,8099838803,https://www.commcarehq.org/photos/farmer_71.jpg,3,crop_farming,2,family_land,3,rain-fed,---,groundnuts rice maize,1.0,1.0,2.6,---,---,---,10.203225 7.3374297 0.0 20.0,yes,d1a82f65-11e9-4b99-b105-ed9deeb26982,2026-04-19 00:07:00,2026-04-19,tester_01,2026-04-19 00:07:09,https://www.commcarehq.org/form/6fd70bf1-27c1-405d-ab92-097b6cf6f823,tester_01,True,20,7.0,10.203225,7.3374297
72,7af45f3b-e8e3-40c4-8998-53b9c28ce48e,community_03,Peter,David,male,1975-02-04,28465161052.0,8038866056,https://www.commcarehq.org/photos/farmer_72.jpg,4,mixed_farming,10,leased,3,river_stream,---,groundnuts,0.9,---,---,goats,25,---,10.5852995 7.3258015 0.0 20.0,yes,bfeeffd2-18ee-414e-bae7-cdd039a68111,2026-03-12 00:07:00,2026-03-12,tester_03,2026-03-12 00:07:07,https://www.commcarehq.org/form/7af45f3b-e8e3-40c4-8998-53b9c28ce48e,tester_03,True,51,7.0,10.5852995,7.3258015
73,9d4524f6-5255-4c79-9996-fb1fbf31bcde,community_02,Hauwa,Eze,female,1995-08-06,,8026136772,https://www.commcarehq.org/photos/farmer_73.jpg,2,crop_farming,1,leased,6,rain-fed,---,rice groundnuts maize,2.9,5.1,0.6,goats,10,---,10.5690317 7.579472 0.0 20.0,yes,b6c0b8cb-a3a6-4371-8d56-021e9da50032,2026-03-15 00:07:00,2026-03-15,tester_02,2026-03-15 00:07:18,https://www.commcarehq.org/form/9d4524f6-5255-4c79-9996-fb1fbf31bcde,tester_02,True,31,7.0,10.5690317,7.579472
74,10a8a58b-f9a0-48d3-9628-d142df0dcfe1,community_03,Joseph,Bello,female,1984-02-20,79058871749.0,8099135766,https://www.commcarehq.org/photos/farmer_74.jpg,5,mixed_farming,2,owned,6,rain-fed,---,rice groundnuts,0.8,---,3.0,rabbits,---,24,10.4092021 7.5131948 0.0 20.0,yes,58d125fe-1c60-4699-8310-8e9bba5f6734,2026-02-12 00:04:00,2026-02-12,tester_03,2026-02-12 00:04:09,https://www.commcarehq.org/form/10a8a58b-f9a0-48d3-9628-d142df0dcfe1,tester_03,True,42,4.0,10.4092021,7.5131948
75,9768fb3e-0ce1-47ef-aab2-41c8e43aac5f,community_05,Deborah,Mohammed,female,2008-01-16,,8020750434,https://www.commcarehq.org/photos/farmer_75.jpg,7,mixed_farming,1,owned,4,rain-fed,---,maize rice,---,6.0,1.1,rabbits,---,28,10.2898061 7.2993053 0.0 20.0,yes,9fe9e16d-7718-430c-ae24-3e59d5dbadd5,2026-03-23 00:04:00,2026-03-23,tester_05,2026-03-23 00:04:07,https://www.commcarehq.org/form/9768fb3e-0ce1-47ef-aab2-41c8e43aac5f,tester_05,True,18,4.0,10.2898061,7.2993053
76,1796083b-110a-4b37-b29b-71f933f45808,community_04,Mary,Yakubu,female,2004-10-15,,8090428350,https://www.commcarehq.org/photos/farmer_76.jpg,4,mixed_farming,2,owned,3,other,Rainwater Harvesting,rice groundnuts maize,0.5,3.0,1.3,goats,24,---,10.5803961 7.2005848 0.0 20.0,yes,19f02339-2f77-43b5-91fd-52b3c9adb61e,2026-03-20 00:02:00,2026-03-20,tester_04,2026-03-20 00:02:11,https://www.commcarehq.org/form/1796083b-110a-4b37-b29b-71f933f45808,tester_04,True,21,2.0,10.5803961,7.2005848
77,e6566a64-a933-4d0b-90a0-5fe0595c9a6a,community_04,Peter,Usman,male,2005-07-07,82350889774.0,8048475563,https://www.commcarehq.org/photos/farmer_77.jpg,7,livestock_farming,1,owned,2,rain-fed,---,maize rice groundnuts,1.2,0.9,1.2,---,---,---,10.2621642 7.26575 0.0 20.0,yes,cc6adc80-7def-40b1-8004-fdbb3a3206a2,2026-04-15 00:02:00,2026-04-15,tester_04,2026-04-15 00:02:16,https://www.commcarehq.org/form/e6566a64-a933-4d0b-90a0-5fe0595c9a6a,tester_04,True,21,2.0,10.2621642,7.26575
78,2bfd3752-570c-4036-8b50-a54e6d7b1d3c,community_07,John,Ali,male,1995-05-24,51601288789.0,8086083023,https://www.commcarehq.org/photos/farmer_78.jpg,2,livestock_farming,1,leased,2,rain-fed,---,maize,---,1.1,---,rabbits,---,5,10.5321489 7.5930269 0.0 20.0,yes,5c9e0864-51c7-46e9-bcc6-f04aed9b6304,2026-04-13 00:04:00,2026-04-13,tester_07,2026-04-13 00:04:07,https://www.commcarehq.org/form/2bfd3752-570c-4036-8b50-a54e6d7b1d3c,tester_07,True,31,4.0,10.5321489,7.5930269
79,3e871546-9466-4716-98f6-ffcba5578b6d,community_04,James,Philip,female,2007-03-27,,8041983041,https://www.commcarehq.org/photos/farmer_79.jpg,7,crop_farming,1,family_land,1,irrigation_scheme,---,maize rice,---,5.8,0.6,---,---,---,10.3180421 7.3647969 0.0 20.0,yes,875efcd8-94b0-401b-b411-df2c31531165,2026-01-16 00:02:00,2026-01-16,tester_04,2026-01-16 00:02:13,https://www.commcarehq.org/form/3e871546-9466-4716-98f6-ffcba5578b6d,tester_04,True,19,2.0,10.3180421,7.3647969
80,2f506c68-ada9-4ab0-9a6a-e0aa12b27d88,community_03,David,Daniel,female,1972-08-26,,8050374735,https://www.commcarehq.org/photos/farmer_80.jpg,5,crop_farming,15,owned,5,rain-fed,---,groundnuts rice maize,1.1,1.9,2.4,---,---,---,10.5056199 7.579121 0.0 20.0,yes,d0fb8af4-3f6c-4923-a8c3-c54b4308a68b,2026-04-10 00:04:00,2026-04-10,tester_03,2026-04-10 00:04:10,https://www.commcarehq.org/form/2f506c68-ada9-4ab0-9a6a-e0aa12b27d88,tester_03,True,53,4.0,10.5056199,7.579121
81,0bf6d7c4-f7c0-43c4-9acc-b8c043329037,community_01,Blessing,Johnson,female,1977-06-29,,8035198895,https://www.commcarehq.org/photos/farmer_81.jpg,10,mixed_farming,1,owned,1,rain-fed,---,maize,---,4.8,---,---,---,---,10.3294355 7.2087652 0.0 20.0,yes,441276d4-a87e-402b-89d8-048f1f31d9bc,2026-02-06 00:08:00,2026-02-06,tester_01,2026-02-06 00:08:08,https://www.commcarehq.org/form/0bf6d7c4-f7c0-43c4-9acc-b8c043329037,tester_01,True,49,8.0,10.3294355,7.2087652
82,e931170f-3b66-46a4-ad8b-c305602fd44a,community_06,Deborah,Samuel,female,1989-09-13,54245744424.0,8011979619,https://www.commcarehq.org/photos/farmer_82.jpg,8,crop_farming,19,family_land,2,borehole,---,groundnuts,2.3,---,---,---,---,---,10.3566406 7.5977133 0.0 20.0,yes,e7187207-f504-441d-816d-3bd6c56ba4ca,2026-01-09 00:03:00,2026-01-09,tester_06,2026-01-09 00:03:15,https://www.commcarehq.org/form/e931170f-3b66-46a4-ad8b-c305602fd44a,tester_06,True,36,3.0,10.3566406,7.5977133
83,6c142d33-7484-4bd1-8721-a14f6b18cd8f,community_07,Hauwa,Garba,female,2001-04-26,40398948041.0,8033698673,https://www.commcarehq.org/photos/farmer_83.jpg,3,crop_farming,3,family_land,5,rain-fed,---,groundnuts maize,1.7,2.8,---,rabbits,---,32,10.515492 7.4312222 0.0 20.0,yes,cddde652-cc48-4184-a388-83d5733e4255,2026-02-27 00:03:00,2026-02-27,tester_07,2026-02-27 00:03:19,https://www.commcarehq.org/form/6c142d33-7484-4bd1-8721-a14f6b18cd8f,tester_07,True,25,3.0,10.515492,7.4312222
84,aaf574f7-ad29-403e-8607-167b12070038,community_01,Deborah,Musa,male,1995-06-02,65353243316.0,8010993987,https://www.commcarehq.org/photos/farmer_84.jpg,6,livestock_farming,3,owned,2,rain-fed,---,rice maize groundnuts,1.2,1.1,1.9,---,---,---,10.2218019 7.2015262 0.0 20.0,yes,43d01743-6137-42b4-9f71-f2ac11c87db3,2026-06-19 00:07:00,2026-06-19,tester_01,2026-06-19 00:07:20,https://www.commcarehq.org/form/aaf574f7-ad29-403e-8607-167b12070038,tester_01,True,31,7.0,10.2218019,7.2015262
85,0ae5a846-5a6b-4367-8f6f-1cc388a4f46c,community_02,Amina,Daniel,male,1994-11-09,,8033460518,https://www.commcarehq.org/photos/farmer_85.jpg,12,crop_farming,4,family_land,6,borehole,---,rice,---,---,1.7,---,---,---,10.4358906 7.4214408 0.0 20.0,yes,df15a028-1602-4592-8cd4-a4ed31aeb278,2026-05-14 00:05:00,2026-05-14,tester_02,2026-05-14 00:05:20,https://www.commcarehq.org/form/0ae5a846-5a6b-4367-8f6f-1cc388a4f46c,tester_02,True,31,5.0,10.4358906,7.4214408
86,8cf6da83-e164-4ed4-97fa-bb272dc77122,community_04,Peter,Ibrahim,male,1995-10-25,95825278204.0,8019491210,https://www.commcarehq.org/photos/farmer_86.jpg,3,livestock_farming,11,owned,3,irrigation_scheme,---,groundnuts,1.5,---,---,goats,12,---,10.4078753 7.5668648 0.0 20.0,no,ade896a8-edc7-43ad-bb15-ae4fdc81c650,2026-06-29 00:06:00,2026-06-29,tester_04,2026-06-29 00:06:18,https://www.commcarehq.org/form/8cf6da83-e164-4ed4-97fa-bb272dc77122,tester_04,True,30,6.0,10.4078753,7.5668648
87,1cd139e6-973c-453a-8091-bdd80b9c9e6f,community_01,Sarah,Peter,female,1985-05-18,46124497642.0,8034602166,https://www.commcarehq.org/photos/farmer_87.jpg,3,mixed_farming,2,family_land,2,rain-fed,---,maize rice,---,5.6,3.5,---,---,---,10.291183 7.3201922 0.0 20.0,yes,a9218157-3c09-40b2-9c50-c97606c1f4ff,2026-03-24 00:04:00,2026-03-24,tester_01,2026-03-24 00:04:18,https://www.commcarehq.org/form/1cd139e6-973c-453a-8091-bdd80b9c9e6f,tester_01,True,41,4.0,10.291183,7.3201922
88,53b1f6f2-ed2b-4543-bcb1-9175e4c10e90,community_04,Fatima,Daniel,male,1952-11-13,,8088513518,https://www.commcarehq.org/photos/farmer_88.jpg,1,crop_farming,4,owned,5,borehole,---,maize rice,---,3.5,2.7,goats,2,---,10.3955147 7.3784414 0.0 20.0,yes,0288577f-8c20-44b2-b4fe-24066185fea6,2026-05-02 00:06:00,2026-05-02,tester_04,2026-05-02 00:06:16,https://www.commcarehq.org/form/53b1f6f2-ed2b-4543-bcb1-9175e4c10e90,tester_04,True,73,6.0,10.3955147,7.3784414
89,e6ba1cf9-0246-490c-8300-dc1d0a981ee2,community_03,Joy,Michael,male,1975-02-19,31688086108.0,8087222265,https://www.commcarehq.org/photos/farmer_89.jpg,1,mixed_farming,1,owned,3,rain-fed,---,rice maize groundnuts,2.7,5.6,2.1,goats,11,---,10.5297243 7.358861 0.0 20.0,yes,b0021fd2-b5c2-4571-8dc3-0b4b46312e0f,2026-05-11 00:07:00,2026-05-11,tester_03,2026-05-11 00:07:16,https://www.commcarehq.org/form/e6ba1cf9-0246-490c-8300-dc1d0a981ee2,tester_03,True,51,7.0,10.5297243,7.358861
