number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid
48,a2e7852f-2fc4-44b2-9396-d226da7393ae,community_01,Naomi,Yakubu,male,1956-04-26,52273653396.0,08055545403,https://www.commcarehq.org/photos/farmer_48.jpg,3,mixed_farming,47,leased,5,rain-fed,---,rice groundnuts maize,2.0,1.5,2.7,---,---,---,10.2591103 7.4722908 0.0 20.0,yes,685479e1-db1c-4506-9180-d2e155cf9402,2026-06-29 00:02:00,2026-06-29,tester,2026-06-29 00:02:11,https://www.commcarehq.org/form/a2e7852f-2fc4-44b2-9396-d226da7393ae,tester,True
49,98e3e79e-f7aa-43d3-acdb-9ef7549fbf70,community_01,Ibrahim,Usman,male,1979-10-30,,08098701236,https://www.commcarehq.org/photos/farmer_49.jpg,7,crop_farming,18,owned,2,river_stream,---,rice maize groundnuts,1.0,2.0,2.5,goats,11,---,10.4819604 7.476096 0.0 20.0,yes,fc4edcd4-4401-482e-9055-77c9f1f38ee2,2026-05-03 00:04:00,2026-05-03,tester,2026-05-03 00:04:13,https://www.commcarehq.org/form/98e3e79e-f7aa-43d3-acdb-9ef7549fbf70,tester,True
50,90c4aae9-d243-4767-885f-907fdd66870d,community_02,Blessing,Adeyemi,male,1954-01-24,,08082273424,https://www.commcarehq.org/photos/farmer_50.jpg,4,mixed_farming,18,owned,3,rain-fed,---,rice,---,---,3.7,goats rabbits,9,28,10.3321174 7.3889616 0.0 20.0,yes,ca4229e9-06b1-498b-a217-73deeaab598b,2026-02-05 00:02:00,2026-02-05,tester,2026-02-05 00:02:10,https://www.commcarehq.org/form/90c4aae9-d243-4767-885f-907fdd66870d,tester,True
51,d55597d0-cc70-495c-8ae6-c88e6ffb0ab1,community_03,Elizabeth,Michael,female,1983-02-15,17069077735.0,08090557991,https://www.commcarehq.org/photos/farmer_51.jpg,12,mixed_farming,6,leased,2,rain-fed,---,rice groundnuts maize,1.2,6.4,2.4,---,---,---,10.5404239 7.3872083 0.0 20.0,yes,991f1383-6664-460e-af3f-3e10ff2ef7a2,2026-01-29 00:04:00,2026-01-29,tester,2026-01-29 00:04:10,https://www.commcarehq.org/form/d55597d0-cc70-495c-8ae6-c88e6ffb0ab1,tester,True
52,d18cecef-3821-4158-9dc5-fd61a54c8900,community_05,Binta,Mohammed,female,2003-02-06,39022308426.0,08018885061,https://www.commcarehq.org/photos/farmer_52.jpg,4,crop_farming,4,owned,2,rain-fed,---,rice groundnuts maize,2.1,4.7,0.7,goats rabbits,11,34,10.5692424 7.5551206 0.0 20.0,yes,fad5ab51-6785-44f6-b96c-7065bd57f6d5,2026-06-26 00:02:00,2026-06-26,tester,2026-06-26 00:02:14,https://www.commcarehq.org/form/d18cecef-3821-4158-9dc5-fd61a54c8900,tester,True
53,fe5cf38e-1b32-43e1-afc8-9af282ee72e4,community_03,Peter,Garba,female,1978-09-06,86029256503.0,08097887657,https://www.commcarehq.org/photos/farmer_53.jpg,7,crop_farming,19,owned,3,rain-fed,---,groundnuts rice maize,2.6,3.2,2.9,---,---,---,10.5595557 7.3781931 0.0 20.0,yes,091a6d20-f4af-4f3d-82dc-d1621e6f1714,2026-02-03 00:06:00,2026-02-03,tester,2026-02-03 00:06:18,https://www.commcarehq.org/form/fe5cf38e-1b32-43e1-afc8-9af282ee72e4,tester,True
54,f550d62c-a3b1-40ac-9f91-efad7026578a,community_03,Grace,Sani,male,1975-12-24,88245290322.0,08004750894,https://www.commcarehq.org/photos/farmer_54.jpg,5,mixed_farming,27,owned,2,irrigation_scheme,---,maize groundnuts,2.2,4.5,---,---,---,---,10.339108 7.2713895 0.0 20.0,yes,9b2539f5-e77c-4571-9632-1980b9119c90,2026-05-16 00:03:00,2026-05-16,tester,2026-05-16 00:03:12,https://www.commcarehq.org/form/f550d62c-a3b1-40ac-9f91-efad7026578a,tester,True
55,b0fc6309-d78c-4a9b-9689-668e50ac17c7,community_06,Emmanuel,Yusuf,female,1977-12-08,43601077243.0,08023297184,https://www.commcarehq.org/photos/farmer_55.jpg,9,crop_farming,22,family_land,1,rain-fed,---,groundnuts rice,2.4,---,3.2,goats,11,---,10.5665588 7.4304441 0.0 20.0,yes,ff3c923b-4247-4f3f-896b-9981d710e279,2026-06-22 00:08:00,2026-06-22,tester,2026-06-22 00:08:15,https://www.commcarehq.org/form/b0fc6309-d78c-4a9b-9689-668e50ac17c7,tester,True
56,aef8800e-5612-4c0e-bedf-947c96a427e5,community_02,Naomi,Peter,female,1980-02-10,96651537241.0,08065036356,https://www.commcarehq.org/photos/farmer_56.jpg,2,mixed_farming,8,family_land,2,rain-fed,---,groundnuts maize,2.9,3.8,---,goats,9,---,10.3321052 7.2316282 0.0 20.0,yes,dbace2a9-c3f0-4240-90af-02b30ea1ddf8,2026-04-05 00:02:00,2026-04-05,tester,2026-04-05 00:02:11,https://www.commcarehq.org/form/aef8800e-5612-4c0e-bedf-947c96a427e5,tester,True
57,d6434f64-26c7-47a3-9975-48bc421c6273,community_01,Joseph,Adeyemi,female,2007-04-01,,08056229392,https://www.commcarehq.org/photos/farmer_57.jpg,4,livestock_farming,1,leased,3,rain-fed,---,rice,---,---,1.6,goats,16,---,10.3437038 7.3046247 0.0 20.0,yes,eb89f1f1-f9ff-4237-bcd6-dba345669317,2026-05-08 00:05:00,2026-05-08,tester,2026-05-08 00:05:08,https://www.commcarehq.org/form/d6434f64-26c7-47a3-9975-48bc421c6273,tester,True
58,001a03a9-9053-4bb3-84ea-fa26d2c1d097,community_06,Suleiman,Ibrahim,female,1993-01-01,87505757671.0,08087055721,https://www.commcarehq.org/photos/farmer_58.jpg,4,crop_farming,11,leased,2,river_stream,---,rice maize groundnuts,0.9,5.3,1.1,---,---,---,10.5667598 7.4168547 0.0 20.0,yes,67ca18fc-40c8-4e38-a365-71c3a6dfbca9,2026-01-16 00:06:00,2026-01-16,tester,2026-01-16 00:06:06,https://www.commcarehq.org/form/001a03a9-9053-4bb3-84ea-fa26d2c1d097,tester,True
59,9fe5839f-78d2-4844-847d-c401f30d27de,community_06,Fatima,Haruna,female,1970-05-06,,08027053666,https://www.commcarehq.org/photos/farmer_59.jpg,12,crop_farming,34,family_land,3,rain-fed,---,rice maize groundnuts,0.8,1.1,1.0,goats,18,---,10.3417764 7.5179745 0.0 20.0,yes,8953b641-81d4-469d-8a82-f2277ae959cd,2026-04-14 00:05:00,2026-04-14,tester,2026-04-14 00:05:12,https://www.commcarehq.org/form/9fe5839f-78d2-4844-847d-c401f30d27de,tester,True
60,92c5a407-f2a1-4f52-afe2-718961cd2117,community_07,Peter,Ahmed,female,1976-05-27,84634375004.0,08046708639,https://www.commcarehq.org/photos/farmer_60.jpg,3,crop_farming,31,owned,1,rain-fed,---,rice groundnuts maize,2.8,2.4,3.9,---,---,---,10.4850846 7.3593184 0.0 20.0,yes,b4c226b6-9b5e-4ba5-9ba3-a34cc66d9db3,2026-02-11 00:06:00,2026-02-11,tester,2026-02-11 00:06:12,https://www.commcarehq.org/form/92c5a407-f2a1-4f52-afe2-718961cd2117,tester,True
61,097d5792-7f36-4886-946d-3d0214b49806,community_04,Deborah,David,female,1980-05-02,,08060730206,https://www.commcarehq.org/photos/farmer_61.jpg,7,mixed_farming,1,family_land,2,rain-fed,---,maize groundnuts,2.2,4.5,---,goats,21,---,10.2985799 7.2294027 0.0 20.0,yes,decf17a7-cf15-4688-9d81-4b9717c3878a,2026-04-08 00:07:00,2026-04-08,tester,2026-04-08 00:07:09,https://www.commcarehq.org/form/097d5792-7f36-4886-946d-3d0214b49806,tester,True
62,f1724152-4ccf-4ad1-9e2f-71e2faab99eb,community_05,Ibrahim,Samuel,male,2003-11-22,24043539950.0,08011454030,https://www.commcarehq.org/photos/farmer_62.jpg,7,crop_farming,4,owned,1,rain-fed,---,rice,---,---,2.3,rabbits,---,19,10.3204525 7.3972496 0.0 20.0,yes,a661b116-7de3-4a7e-8f68-a2a2fe673961,2026-04-22 00:04:00,2026-04-22,tester,2026-04-22 00:04:18,https://www.commcarehq.org/form/f1724152-4ccf-4ad1-9e2f-71e2faab99eb,tester,True
63,24982be7-9919-4743-9d0d-c676b3311363,community_02,Paul,Bello,male,1950-09-19,24851402655.0,08010383844,https://www.commcarehq.org/photos/farmer_63.jpg,8,crop_farming,45,owned,5,dam_reservoir,---,rice maize,---,6.3,3.2,goats,10,---,10.3571741 7.2455551 0.0 20.0,yes,72f3ddcd-3fd7-45ed-9e5b-2a1e559e30f2,2026-06-01 00:06:00,2026-06-01,tester,2026-06-01 00:06:10,https://www.commcarehq.org/form/24982be7-9919-4743-9d0d-c676b3311363,tester,True
64,4d976167-eabf-48ad-a593-0e3cce653019,community_05,Mercy,Yusuf,female,1982-11-30,,08080876132,https://www.commcarehq.org/photos/farmer_64.jpg,4,crop_farming,20,owned,2,irrigation_scheme,---,maize groundnuts rice,2.3,5.4,2.6,rabbits,---,17,10.4630407 7.3420035 0.0 20.0,yes,20bae5f4-50a3-412d-8420-2c9778062919,2026-01-12 00:06:00,2026-01-12,tester,2026-01-12 00:06:17,https://www.commcarehq.org/form/4d976167-eabf-48ad-a593-0e3cce653019,tester,True
65,1de09cce-59f0-45a6-a826-c82794ef7845,community_07,Ibrahim,Abdullahi,male,2004-03-15,85242663481.0,08055437553,https://www.commcarehq.org/photos/farmer_65.jpg,3,livestock_farming,1,owned,5,rain-fed,---,rice,---,---,2.2,---,---,---,10.4787053 7.3275638 0.0 20.0,yes,27f0c7ef-c394-4fe7-9a04-c04c42f84d94,2026-01-30 00:02:00,2026-01-30,tester,2026-01-30 00:02:15,https://www.commcarehq.org/form/1de09cce-59f0-45a6-a826-c82794ef7845,tester,True
66,40fa8f4c-89ab-4c6c-99f9-e64738086283,community_05,Ahmed,Abdullahi,male,1958-10-27,53637450593.0,08059241640,https://www.commcarehq.org/photos/farmer_66.jpg,7,crop_farming,1,family_land,1,borehole,---,rice,---,---,0.9,rabbits,---,22,10.2788297 7.245582 0.0 20.0,yes,2ef496aa-31e8-45e3-b17e-bf8e42d44fc9,2026-05-06 00:06:00,2026-05-06,tester,2026-05-06 00:06:15,https://www.commcarehq.org/form/40fa8f4c-89ab-4c6c-99f9-e64738086283,tester,True
67,ebf9be1d-1ee0-4944-a6f5-43b5cfefd6d7,community_04,Hauwa,David,female,1988-08-28,52093313968.0,08095632131,https://www.commcarehq.org/photos/farmer_67.jpg,6,crop_farming,6,owned,3,rain-fed,---,rice,---,---,1.1,goats,7,---,10.3804004 7.2214445 0.0 20.0,yes,c6d20a16-7fde-43d0-851d-28a438028084,2026-01-03 00:05:00,2026-01-03,tester,2026-01-03 00:05:09,https://www.commcarehq.org/form/ebf9be1d-1ee0-4944-a6f5-43b5cfefd6d7,tester,True
68,d3b31eea-5f4a-4b4e-ab1c-d0d8d8dd65fc,community_02,Joseph,Sani,male,1978-12-13,,08041572022,https://www.commcarehq.org/photos/farmer_68.jpg,6,crop_farming,17,owned,1,rain-fed,---,rice groundnuts,2.4,---,2.0,goats rabbits,15,17,10.3190836 7.5997251 0.0 20.0,yes,bee87214-f825-4f43-a632-0c624f30fdeb,2026-03-31 00:08:00,2026-03-31,tester,2026-03-31 00:08:07,https://www.commcarehq.org/form/d3b31eea-5f4a-4b4e-ab1c-d0d8d8dd65fc,tester,True
69,5233b38d-2830-445a-9305-64943d09c3db,community_03,Mary,Lawal,female,1986-07-24,94657043626.0,08061122032,https://www.commcarehq.org/photos/farmer_69.jpg,7,crop_farming,19,owned,3,borehole,---,groundnuts,2.9,---,---,---,---,---,10.5969945 7.546819 0.0 20.0,yes,9cb3c689-9642-4071-84c7-24ae221dc2b6,2026-02-03 00:03:00,2026-02-03,tester,2026-02-03 00:03:09,https://www.commcarehq.org/form/5233b38d-2830-445a-9305-64943d09c3db,tester,True
70,90bfb0bd-5280-4efb-86c6-8dcf439c39be,community_05,Joy,Garba,female,1979-05-02,97053477282.0,08044680529,https://www.commcarehq.org/photos/farmer_70.jpg,5,mixed_farming,28,family_land,5,rain-fed,---,maize groundnuts rice,1.0,3.1,1.2,goats,11,---,10.4311735 7.4264568 0.0 20.0,yes,0c647f8e-53ad-4d6b-b0fb-f20d95ddb9b0,2026-03-29 00:07:00,2026-03-29,tester,2026-03-29 00:07:06,https://www.commcarehq.org/form/90bfb0bd-5280-4efb-86c6-8dcf439c39be,tester,True
71,67393e30-c9c7-4c2b-8d6c-79fbf486ff6b,community_01,Binta,Abdullahi,female,2005-11-23,37607187789.0,08099838803,https://www.commcarehq.org/photos/farmer_71.jpg,3,crop_farming,2,family_land,3,rain-fed,---,groundnuts rice maize,1.0,1.0,2.6,---,---,---,10.203225 7.3374297 0.0 20.0,yes,62a8cbfb-5a42-4e42-9e23-bf453295971b,2026-04-19 00:07:00,2026-04-19,tester,2026-04-19 00:07:09,https://www.commcarehq.org/form/67393e30-c9c7-4c2b-8d6c-79fbf486ff6b,tester,True
72,ba5131cc-160e-4f98-b775-dee133d6728e,community_03,Peter,David,male,1975-02-04,28465161052.0,08038866056,https://www.commcarehq.org/photos/farmer_72.jpg,4,mixed_farming,10,leased,3,river_stream,---,groundnuts,0.9,---,---,goats,25,---,10.5852995 7.3258015 0.0 20.0,yes,5e919152-98e9-4799-ba22-3e6f219d3257,2026-03-12 00:07:00,2026-03-12,tester,2026-03-12 00:07:07,https://www.commcarehq.org/form/ba5131cc-160e-4f98-b775-dee133d6728e,tester,True
73,d4485733-e924-48e4-860a-8bfc7e69f8f2,community_02,Hauwa,Eze,female,1995-08-06,,08026136772,https://www.commcarehq.org/photos/farmer_73.jpg,2,crop_farming,1,leased,6,rain-fed,---,rice groundnuts maize,2.9,5.1,0.6,goats,10,---,10.5690317 7.579472 0.0 20.0,yes,5f0a0081-960e-4e89-8899-f63b77572573,2026-03-15 00:07:00,2026-03-15,tester,2026-03-15 00:07:18,https://www.commcarehq.org/form/d4485733-e924-48e4-860a-8bfc7e69f8f2,tester,True
74,53d9cd16-fa9c-4ef7-8737-e4379e49b0dc,community_03,Joseph,Bello,female,1984-02-20,79058871749.0,08099135766,https://www.commcarehq.org/photos/farmer_74.jpg,5,mixed_farming,2,owned,6,rain-fed,---,rice groundnuts,0.8,---,3.0,rabbits,---,24,10.4092021 7.5131948 0.0 20.0,yes,cbbf8e35-08e5-4592-8c54-e4ce2820c0e1,2026-02-12 00:04:00,2026-02-12,tester,2026-02-12 00:04:09,https://www.commcarehq.org/form/53d9cd16-fa9c-4ef7-8737-e4379e49b0dc,tester,True
75,5b41433f-2fe4-444e-b066-8c85e52382a2,community_05,Deborah,Mohammed,female,2008-01-16,,08020750434,https://www.commcarehq.org/photos/farmer_75.jpg,7,mixed_farming,1,owned,4,rain-fed,---,maize rice,---,6.0,1.1,rabbits,---,28,10.2898061 7.2993053 0.0 20.0,yes,03798def-d7ba-410e-8e3c-b276a33496b3,2026-03-23 00:04:00,2026-03-23,tester,2026-03-23 00:04:07,https://www.commcarehq.org/form/5b41433f-2fe4-444e-b066-8c85e52382a2,tester,True
76,024abb98-0813-44eb-9078-e74c3a881673,community_04,Mary,Yakubu,female,2004-10-15,,08090428350,https://www.commcarehq.org/photos/farmer_76.jpg,4,mixed_farming,2,owned,3,other,Rainwater Harvesting,rice groundnuts maize,0.5,3.0,1.3,goats,24,---,10.5803961 7.2005848 0.0 20.0,yes,45d23312-74f0-4300-9959-89db03aec786,2026-03-20 00:02:00,2026-03-20,tester,2026-03-20 00:02:11,https://www.commcarehq.org/form/024abb98-0813-44eb-9078-e74c3a881673,tester,True
77,81891237-6802-46c2-8271-6a661b573c8b,community_04,Peter,Usman,male,2005-07-07,82350889774.0,08048475563,https://www.commcarehq.org/photos/farmer_77.jpg,7,livestock_farming,1,owned,2,rain-fed,---,maize rice groundnuts,1.2,0.9,1.2,---,---,---,10.2621642 7.26575 0.0 20.0,yes,afee7d98-d0e7-4538-a7a4-bcff4b94acf7,2026-04-15 00:02:00,2026-04-15,tester,2026-04-15 00:02:16,https://www.commcarehq.org/form/81891237-6802-46c2-8271-6a661b573c8b,tester,True
78,9095cfcf-0f10-4694-a5aa-7c841431226f,community_07,John,Ali,male,1995-05-24,51601288789.0,08086083023,https://www.commcarehq.org/photos/farmer_78.jpg,2,livestock_farming,1,leased,2,rain-fed,---,maize,---,1.1,---,rabbits,---,5,10.5321489 7.5930269 0.0 20.0,yes,987ec6e8-9f6e-4a31-ba4e-eac0651f776d,2026-04-13 00:04:00,2026-04-13,tester,2026-04-13 00:04:07,https://www.commcarehq.org/form/9095cfcf-0f10-4694-a5aa-7c841431226f,tester,True
79,9f9e3c08-510c-4eea-8013-4cf0415755d0,community_04,James,Philip,female,2007-03-27,,08041983041,https://www.commcarehq.org/photos/farmer_79.jpg,7,crop_farming,1,family_land,1,irrigation_scheme,---,maize rice,---,5.8,0.6,---,---,---,10.3180421 7.3647969 0.0 20.0,yes,18478cf5-2def-4028-a1d1-1920db98e18c,2026-01-16 00:02:00,2026-01-16,tester,2026-01-16 00:02:13,https://www.commcarehq.org/form/9f9e3c08-510c-4eea-8013-4cf0415755d0,tester,True
80,fdf62b87-6a42-4aca-a412-20a11c183e96,community_03,David,Daniel,female,1972-08-26,,08050374735,https://www.commcarehq.org/photos/farmer_80.jpg,5,crop_farming,15,owned,5,rain-fed,---,groundnuts rice maize,1.1,1.9,2.4,---,---,---,10.5056199 7.579121 0.0 20.0,yes,977084a6-32c0-4074-9489-336326598955,2026-04-10 00:04:00,2026-04-10,tester,2026-04-10 00:04:10,https://www.commcarehq.org/form/fdf62b87-6a42-4aca-a412-20a11c183e96,tester,True
81,6cbcd55c-9954-4f1b-8ebe-c555b00a9201,community_01,Blessing,Johnson,female,1977-06-29,,08035198895,https://www.commcarehq.org/photos/farmer_81.jpg,10,mixed_farming,1,owned,1,rain-fed,---,maize,---,4.8,---,---,---,---,10.3294355 7.2087652 0.0 20.0,yes,16a7146b-9dbc-4ea5-bc7c-d76ba8b412d8,2026-02-06 00:08:00,2026-02-06,tester,2026-02-06 00:08:08,https://www.commcarehq.org/form/6cbcd55c-9954-4f1b-8ebe-c555b00a9201,tester,True
82,c03ac4ad-e128-444d-bc8b-bcd48d041d1f,community_06,Deborah,Samuel,female,1989-09-13,54245744424.0,08011979619,https://www.commcarehq.org/photos/farmer_82.jpg,8,crop_farming,19,family_land,2,borehole,---,groundnuts,2.3,---,---,---,---,---,10.3566406 7.5977133 0.0 20.0,yes,7f826f62-90ca-4429-b260-2f481c043d86,2026-01-09 00:03:00,2026-01-09,tester,2026-01-09 00:03:15,https://www.commcarehq.org/form/c03ac4ad-e128-444d-bc8b-bcd48d041d1f,tester,True
83,2019b118-593c-4233-ac88-379c93324484,community_07,Hauwa,Garba,female,2001-04-26,40398948041.0,08033698673,https://www.commcarehq.org/photos/farmer_83.jpg,3,crop_farming,3,family_land,5,rain-fed,---,groundnuts maize,1.7,2.8,---,rabbits,---,32,10.515492 7.4312222 0.0 20.0,yes,546025c7-8a18-4107-984d-c7da59a7dad7,2026-02-27 00:03:00,2026-02-27,tester,2026-02-27 00:03:19,https://www.commcarehq.org/form/2019b118-593c-4233-ac88-379c93324484,tester,True
84,d20b3d6d-f08a-42ca-b209-2e690e396d93,community_01,Deborah,Musa,male,1995-06-02,65353243316.0,08010993987,https://www.commcarehq.org/photos/farmer_84.jpg,6,livestock_farming,3,owned,2,rain-fed,---,rice maize groundnuts,1.2,1.1,1.9,---,---,---,10.2218019 7.2015262 0.0 20.0,yes,6eb65903-5beb-42c0-9d22-9e632e5cd2e2,2026-06-19 00:07:00,2026-06-19,tester,2026-06-19 00:07:20,https://www.commcarehq.org/form/d20b3d6d-f08a-42ca-b209-2e690e396d93,tester,True
85,146b0168-a4fa-40c7-9daa-36f1f1ffbba6,community_02,Amina,Daniel,male,1994-11-09,,08033460518,https://www.commcarehq.org/photos/farmer_85.jpg,12,crop_farming,4,family_land,6,borehole,---,rice,---,---,1.7,---,---,---,10.4358906 7.4214408 0.0 20.0,yes,45e9406b-b51c-4caf-9113-84731ed4bb1c,2026-05-14 00:05:00,2026-05-14,tester,2026-05-14 00:05:20,https://www.commcarehq.org/form/146b0168-a4fa-40c7-9daa-36f1f1ffbba6,tester,True
86,81402c3e-ac65-4f58-a535-0830a58fca6e,community_04,Peter,Ibrahim,male,1995-10-25,95825278204.0,08019491210,https://www.commcarehq.org/photos/farmer_86.jpg,3,livestock_farming,11,owned,3,irrigation_scheme,---,groundnuts,1.5,---,---,goats,12,---,10.4078753 7.5668648 0.0 20.0,no,8649fb8d-1261-409a-a367-bdaa70054091,2026-06-29 00:06:00,2026-06-29,tester,2026-06-29 00:06:18,https://www.commcarehq.org/form/81402c3e-ac65-4f58-a535-0830a58fca6e,tester,True
87,74be7bab-033f-4fbb-b9b4-7fadad47e2a7,community_01,Sarah,Peter,female,1985-05-18,46124497642.0,08034602166,https://www.commcarehq.org/photos/farmer_87.jpg,3,mixed_farming,2,family_land,2,rain-fed,---,maize rice,---,5.6,3.5,---,---,---,10.291183 7.3201922 0.0 20.0,yes,7469c9f0-9fb7-4d24-808c-70e8721cc85e,2026-03-24 00:04:00,2026-03-24,tester,2026-03-24 00:04:18,https://www.commcarehq.org/form/74be7bab-033f-4fbb-b9b4-7fadad47e2a7,tester,True
88,cd77fece-8bc2-4c92-abcf-87edacac3816,community_04,Fatima,Daniel,male,1952-11-13,,08088513518,https://www.commcarehq.org/photos/farmer_88.jpg,1,crop_farming,4,owned,5,borehole,---,maize rice,---,3.5,2.7,goats,2,---,10.3955147 7.3784414 0.0 20.0,yes,38a8f52e-e2cd-41a0-9fb4-a972e25a7ab6,2026-05-02 00:06:00,2026-05-02,tester,2026-05-02 00:06:16,https://www.commcarehq.org/form/cd77fece-8bc2-4c92-abcf-87edacac3816,tester,True
89,acae1c9e-1914-47ed-a6aa-a4a4b819e65a,community_03,Joy,Michael,male,1975-02-19,31688086108.0,08087222265,https://www.commcarehq.org/photos/farmer_89.jpg,1,mixed_farming,1,owned,3,rain-fed,---,rice maize groundnuts,2.7,5.6,2.1,goats,11,---,10.5297243 7.358861 0.0 20.0,yes,3ed7ae4d-e1b6-42f6-915b-906c76aa6feb,2026-05-11 00:07:00,2026-05-11,tester,2026-05-11 00:07:16,https://www.commcarehq.org/form/acae1c9e-1914-47ed-a6aa-a4a4b819e65a,tester,True
90,44231503-55a1-48bf-adbd-9cb2e045d81f,community_04,Hauwa,Eze,male,1979-06-11,97086832438.0,08032696152,https://www.commcarehq.org/photos/farmer_90.jpg,3,mixed_farming,22,owned,1,borehole,---,maize rice,---,2.9,3.1,---,---,---,10.5264059 7.3372668 0.0 20.0,yes,01ad4d22-2d3e-4c0f-a363-4eec32acfbbc,2026-06-25 00:06:00,2026-06-25,tester,2026-06-25 00:06:20,https://www.commcarehq.org/form/44231503-55a1-48bf-adbd-9cb2e045d81f,tester,True
91,dc962433-b9ff-43af-9a6e-3ddab4277ad2,community_07,Ahmed,Samuel,male,1968-04-14,29201857661.0,08077599862,https://www.commcarehq.org/photos/farmer_91.jpg,4,mixed_farming,22,owned,3,river_stream,---,groundnuts rice,1.7,---,1.2,goats,23,---,10.3193423 7.2216248 0.0 20.0,yes,8a7d7b0d-533b-442e-8176-dee88e83a2b9,2026-02-05 00:03:00,2026-02-05,tester,2026-02-05 00:03:15,https://www.commcarehq.org/form/dc962433-b9ff-43af-9a6e-3ddab4277ad2,tester,True
92,0801d754-09d3-48ef-8b51-cef82f28b2f4,community_03,Blessing,Michael,female,1991-04-09,,08046160271,https://www.commcarehq.org/photos/farmer_92.jpg,4,crop_farming,14,family_land,2,rain-fed,---,groundnuts,1.8,---,---,---,---,---,10.5568026 7.5027391 0.0 20.0,yes,48c26c4d-4f9f-45d7-8918-c005f15a72e2,2026-01-05 00:07:00,2026-01-05,tester,2026-01-05 00:07:05,https://www.commcarehq.org/form/0801d754-09d3-48ef-8b51-cef82f28b2f4,tester,True
93,cc4eb69d-7e5f-42fe-acb7-dce7156c002a,community_05,Peter,Garba,female,1994-05-18,51183027018.0,08018227538,https://www.commcarehq.org/photos/farmer_93.jpg,4,crop_farming,4,owned,4,borehole,---,groundnuts,2.3,---,---,rabbits,---,25,10.484444 7.5168509 0.0 20.0,yes,b7b20ffc-eedc-4e23-a115-ed9c62dc8501,2026-06-13 00:04:00,2026-06-13,tester,2026-06-13 00:04:06,https://www.commcarehq.org/form/cc4eb69d-7e5f-42fe-acb7-dce7156c002a,tester,True
94,2585dffc-9976-4bf9-bf26-6fb59b100d92,community_04,Grace,Adeyemi,male,1975-07-26,63447922883.0,08012726041,https://www.commcarehq.org/photos/farmer_94.jpg,7,crop_farming,7,owned,4,borehole,---,groundnuts rice,2.4,---,3.4,---,---,---,10.3639025 7.2641494 0.0 20.0,yes,0705ce20-0d5f-4048-869b-0dd26ceff4a4,2026-02-23 00:07:00,2026-02-23,tester,2026-02-23 00:07:20,https://www.commcarehq.org/form/2585dffc-9976-4bf9-bf26-6fb59b100d92,tester,True
95,4d275c52-22e1-41b9-af11-7178ae1e4436,community_02,Amina,Yusuf,female,1951-05-05,,08070796492,https://www.commcarehq.org/photos/farmer_95.jpg,1,livestock_farming,24,family_land,2,rain-fed,---,groundnuts,2.6,---,---,rabbits,---,24,10.557811 7.5820357 0.0 20.0,yes,3b604370-575d-4846-b025-2ff8868db4c2,2026-01-24 00:04:00,2026-01-24,tester,2026-01-24 00:04:15,https://www.commcarehq.org/form/4d275c52-22e1-41b9-af11-7178ae1e4436,tester,True
96,5c1b5816-a8ae-487b-8d67-19c908e300d8,community_02,Joseph,David,female,1989-07-22,,08076716091,https://www.commcarehq.org/photos/farmer_96.jpg,6,mixed_farming,15,owned,2,rain-fed,---,rice groundnuts maize,2.8,1.2,1.9,goats,10,---,10.2049441 7.5473329 0.0 20.0,yes,d049deb1-6332-4463-b3ef-5e3b187aad37,2026-05-28 00:07:00,2026-05-28,tester,2026-05-28 00:07:12,https://www.commcarehq.org/form/5c1b5816-a8ae-487b-8d67-19c908e300d8,tester,True
97,a50deca9-ef59-42e8-ad1c-84458abc8b68,community_07,Ahmed,Tanko,male,1977-05-26,43185717519.0,08046618860,https://www.commcarehq.org/photos/farmer_97.jpg,4,crop_farming,6,owned,2,rain-fed,---,groundnuts rice,1.9,---,1.8,rabbits,---,30,10.5205045 7.3792394 0.0 20.0,yes,d8ae4924-5036-4eab-86dc-92ee15cbee9e,2026-04-25 00:04:00,2026-04-25,tester,2026-04-25 00:04:08,https://www.commcarehq.org/form/a50deca9-ef59-42e8-ad1c-84458abc8b68,tester,True
